payee_name,part_postcode,town,county_council,parliamentary_constituency,scheme,scheme_detail,activity_level,financial_year,amount
Albina Stroman,KY1,None,None,Kirkcaldy and Cowdenbeath,Farming Equipment and Technology Fund,Horticulture,Medium,21/22,3751
Albina Stroman,KY1,None,None,Kirkcaldy and Cowdenbeath,Farming Equipment and Technology Fund,Other Livestock equipment,Medium,21/22,2267
Albina Stroman,KY1,None,None,Kirkcaldy and Cowdenbeath,Farming Equipment and Technology Fund,Resource Management,Medium,21/22,2751
Albina Stroman,KY1,None,None,Kirkcaldy and Cowdenbeath,Farming Equipment and Technology Fund,Resource Management,Medium,21/22,3721
Belia Medhurst,LE12,Burton on the Wolds,Leicestershire,Loughborough,Sustainable Farming Incentive Pilot,Improved Grassland,Medium,21/22,2048
Belia Medhurst,LE12,Burton on the Wolds,Leicestershire,Loughborough,Farming Equipment and Technology Fund,General,Medium,21/22,2385
Belia Medhurst,LE12,Burton on the Wolds,Leicestershire,Loughborough,Farming Equipment and Technology Fund,Horticulture,Medium,21/22,4059
Belia Medhurst,LE12,Burton on the Wolds,Leicestershire,Loughborough,Sustainable Farming Incentive Pilot,Low and no input Grassland,Medium,21/22,2357
Belia Medhurst,LE12,Burton on the Wolds,Leicestershire,Loughborough,Sustainable Farming Incentive Pilot,Hedgerow,Medium,21/22,1482
Ai Collier,PR4,Hesketh-with-Becconsall,Lancashire,South Ribble,Farming Equipment and Technology Fund,Horticulture,Medium,21/22,4096
Ai Collier,PR4,Hesketh-with-Becconsall,Lancashire,South Ribble,Sustainable Farming Incentive Pilot,Improved Grassland soils,Medium,21/22,3845
Moses Cronin,CF3,Trowbridge,None,Cardiff South and Penarth,Sustainable Farming Incentive Pilot,Low and no input Grassland,Medium,21/22,3396
Moses Pollich,NE6,"Newcastle upon Tyne, unparished area",None,Newcastle upon Tyne East,Sustainable Farming Incentive Pilot,Hedgerow,Medium,21/22,2206
Moses Pollich,NE6,"Newcastle upon Tyne, unparished area",None,Newcastle upon Tyne East,Sustainable Farming Incentive Pilot,Improved Grassland,Medium,21/22,4556
Moses Pollich,NE6,"Newcastle upon Tyne, unparished area",None,Newcastle upon Tyne East,Farming Equipment and Technology Fund,Livestock Handling and weighing equipment,Medium,21/22,2762
Moses Pollich,NE6,"Newcastle upon Tyne, unparished area",None,Newcastle upon Tyne East,Sustainable Farming Incentive Pilot,Improved Grassland soils,Medium,21/22,2675
Mechelle Jenkins,WS10,"Sandwell, unparished area",None,West Bromwich West,Sustainable Farming Incentive Pilot,Arable and Horticultural Soils,Medium,21/22,1364
Mechelle Jenkins,WS10,"Sandwell, unparished area",None,West Bromwich West,Farming Equipment and Technology Fund,General,Medium,21/22,2488
Mechelle Jenkins,WS10,"Sandwell, unparished area",None,West Bromwich West,Sustainable Farming Incentive Pilot,On farm woodland,Medium,21/22,3997
Mechelle Jenkins,WS10,"Sandwell, unparished area",None,West Bromwich West,Farming Equipment and Technology Fund,Precision and Analysis,Medium,21/22,3796
Clarence Langworth,BA21,Yeovil,Somerset,Yeovil,Sustainable Farming Incentive Pilot,Arable and Horticultural Soils,Medium,21/22,2881
Clarence Langworth,BA21,Yeovil,Somerset,Yeovil,Farming Equipment and Technology Fund,Precision and Analysis,Medium,21/22,4324
Clarence Langworth,BA21,Yeovil,Somerset,Yeovil,Farming Equipment and Technology Fund,Other Livestock equipment,Medium,21/22,3712
Clarence Langworth,BA21,Yeovil,Somerset,Yeovil,Farming Equipment and Technology Fund,Horticulture,Medium,21/22,4582
Terrance Wisozk,BN18,Slindon,West Sussex,Arundel and South Downs,Sustainable Farming Incentive Pilot,Hedgerow,Medium,21/22,4721
Terrance Wisozk,BN18,Slindon,West Sussex,Arundel and South Downs,Sustainable Farming Incentive Pilot,Low and no input Grassland,Medium,21/22,3746
Terrance Wisozk,BN18,Slindon,West Sussex,Arundel and South Downs,Sustainable Farming Incentive Pilot,On farm woodland,Medium,21/22,1946
Rhiannon Paucek,M23,"Manchester, unparished area",None,Wythenshawe and Sale East,Sustainable Farming Incentive Pilot,Improved Grassland soils,Medium,21/22,4453
Rhiannon Paucek,M23,"Manchester, unparished area",None,Wythenshawe and Sale East,Sustainable Farming Incentive Pilot,Waterbody Buffering,Medium,21/22,4618
Rhiannon Paucek,M23,"Manchester, unparished area",None,Wythenshawe and Sale East,Sustainable Farming Incentive Pilot,Pilot Participation Payment,Medium,21/22,1250
Rhiannon Paucek,M23,"Manchester, unparished area",None,Wythenshawe and Sale East,Farming Equipment and Technology Fund,General,Medium,21/22,1977
Rhiannon Paucek,M23,"Manchester, unparished area",None,Wythenshawe and Sale East,Sustainable Farming Incentive Pilot,Pilot Participation Payment,Medium,21/22,1250
Salvatore Schumm,L1,"Liverpool, unparished area",None,"Liverpool, Riverside",Farming Equipment and Technology Fund,Precision and Analysis,Medium,21/22,4109
Ebony Kris,HX3,"Calderdale, unparished area",None,Halifax,Sustainable Farming Incentive Pilot,Improved Grassland soils,Medium,21/22,4855
Ebony Kris,HX3,"Calderdale, unparished area",None,Halifax,Sustainable Farming Incentive Pilot,Waterbody Buffering,Medium,21/22,2792
Ebony Kris,HX3,"Calderdale, unparished area",None,Halifax,Farming Equipment and Technology Fund,Forestry,Medium,21/22,3720
Ebony Kris,HX3,"Calderdale, unparished area",None,Halifax,Sustainable Farming Incentive Pilot,Improved Grassland soils,Medium,21/22,4138
Yee Greenfelder,LS11,"Leeds, unparished area",None,Leeds Central,Farming Equipment and Technology Fund,Horticulture,Medium,21/22,4393
Yee Greenfelder,LS11,"Leeds, unparished area",None,Leeds Central,Farming Equipment and Technology Fund,Horticulture,Medium,21/22,4338
Andrea Runolfsson,S1,"Sheffield, unparished area",None,Sheffield Central,Farming Equipment and Technology Fund,General,Medium,21/22,3086
Andrea Runolfsson,S1,"Sheffield, unparished area",None,Sheffield Central,Sustainable Farming Incentive Pilot,Arable and Horticultural Soils,Medium,21/22,3401
Andrea Runolfsson,S1,"Sheffield, unparished area",None,Sheffield Central,Farming Equipment and Technology Fund,Resource Management,Medium,21/22,3269
Andrea Runolfsson,S1,"Sheffield, unparished area",None,Sheffield Central,Sustainable Farming Incentive Pilot,Arable and Horticultural Land,Medium,21/22,4811
Andrea Runolfsson,S1,"Sheffield, unparished area",None,Sheffield Central,Sustainable Farming Incentive Pilot,Arable and Horticultural Soils,Medium,21/22,2094
Sudie Johns,SE23,"Lewisham, unparished area",None,Lewisham West and Penge,Farming Equipment and Technology Fund,Forestry,Medium,21/22,1453
Sudie Johns,SE23,"Lewisham, unparished area",None,Lewisham West and Penge,Sustainable Farming Incentive Pilot,Arable and Horticultural Land,Medium,21/22,1330
Christiana Harber,NG5,"Gedling, unparished area",Nottinghamshire,Gedling,Sustainable Farming Incentive Pilot,Low and no input Grassland,Medium,21/22,3981
Christiana Harber,NG5,"Gedling, unparished area",Nottinghamshire,Gedling,Farming Equipment and Technology Fund,Precision and Analysis,Medium,21/22,2037
Christiana Harber,NG5,"Gedling, unparished area",Nottinghamshire,Gedling,Sustainable Farming Incentive Pilot,Low and no input Grassland,Medium,21/22,1624
Christiana Harber,NG5,"Gedling, unparished area",Nottinghamshire,Gedling,Farming Equipment and Technology Fund,General,Medium,21/22,2932
Christiana Harber,NG5,"Gedling, unparished area",Nottinghamshire,Gedling,Sustainable Farming Incentive Pilot,On farm woodland,Medium,21/22,4634
Christiana Harber,NG5,"Gedling, unparished area",Nottinghamshire,Gedling,Sustainable Farming Incentive Pilot,Hedgerow,Medium,21/22,1379
Clair Barton,L18,"Liverpool, unparished area",None,"Liverpool, Wavertree",Farming Equipment and Technology Fund,Livestock Handling and weighing equipment,Medium,21/22,2708
Clair Barton,L18,"Liverpool, unparished area",None,"Liverpool, Wavertree",Farming Equipment and Technology Fund,General,Medium,21/22,3794
Clair Barton,L18,"Liverpool, unparished area",None,"Liverpool, Wavertree",Sustainable Farming Incentive Pilot,Low and no input Grassland,Medium,21/22,1289
Clair Barton,L18,"Liverpool, unparished area",None,"Liverpool, Wavertree",Farming Equipment and Technology Fund,Horticulture,Medium,21/22,4279
Clair Barton,L18,"Liverpool, unparished area",None,"Liverpool, Wavertree",Sustainable Farming Incentive Pilot,Low and no input Grassland,Medium,21/22,1375
Clair Barton,L18,"Liverpool, unparished area",None,"Liverpool, Wavertree",Sustainable Farming Incentive Pilot,Arable and Horticultural Soils,Medium,21/22,1403
Alberto Walsh,B70,"Sandwell, unparished area",None,West Bromwich East,Sustainable Farming Incentive Pilot,Low and no input Grassland,Medium,21/22,4999
Alberto Walsh,B70,"Sandwell, unparished area",None,West Bromwich East,Farming Equipment and Technology Fund,Horticulture,Medium,21/22,1383
Alberto Walsh,B70,"Sandwell, unparished area",None,West Bromwich East,Sustainable Farming Incentive Pilot,Pilot Participation Payment,Medium,21/22,1250
Alberto Walsh,B70,"Sandwell, unparished area",None,West Bromwich East,Farming Equipment and Technology Fund,Horticulture,Medium,21/22,3190
Alberto Walsh,B70,"Sandwell, unparished area",None,West Bromwich East,Farming Equipment and Technology Fund,Forestry,Medium,21/22,3628
Alberto Walsh,B70,"Sandwell, unparished area",None,West Bromwich East,Sustainable Farming Incentive Pilot,Low and no input Grassland,Medium,21/22,2715
